user_id,cat1,cat2,cat3,numeric1,target
1,116,2,25,1.1228096262219311,0.2770845416594073
1,20,2,26,9.547198486702083,0.3578146203248782
1,90,2,27,6.088102241913459,0.36278672700488146
1,51,2,28,7.599992445365185,0.5272378635145856
1,113,2,29,0.15603307095573893,0.658562464237345
1,16,2,30,2.5441357555940813,0.4662928946497462
1,45,2,31,2.308053416269762,0.3377303537710298
1,110,2,32,4.867441669188002,0.4011962364631916
1,17,2,33,2.931038184489222,0.41809083099665967
1,1,2,34,7.838219779246648,0.34959522309241897
1,2,2,35,8.558488257167301,0.47570764973975876
1,75,2,36,9.389145735187727,0.7349533785688177
1,19,2,37,5.4067636316810415,0.2936144268909838
1,26,2,38,9.785295464405664,0.716161491738735
1,5,2,39,1.2602766744571503,0.27314349351089584
1,109,2,40,0.23997471039723273,0.5058633519347492
1,96,3,1,5.7056132064846725,0.5041796367727478
1,99,3,2,3.9573272172703646,0.47183889162322057
1,21,3,3,7.831347791382607,0.23105137916146912
1,117,3,4,4.118353693037465,0.872396241969941
1,3,3,5,6.137273595671408,0.9099209971784447
1,69,3,6,7.78214293984425,0.3661554676244001
1,101,3,7,6.215567229239691,0.9788526735521634
1,85,3,8,9.60901024254387,0.05013137720722993
1,107,3,9,7.83253912665912,0.7949124533352062
1,52,3,10,8.463786795221784,0.01340973741793594
1,90,3,11,6.432023761687087,0.9394050232392228
1,80,3,12,6.50796407899202,0.7095784124791911
1,97,3,13,2.5511008155948156,0.9610515833241535
1,60,3,14,4.062832750649981,0.719884476690775
1,120,3,15,7.704000962606488,0.38205198657016404
1,51,3,16,2.64119407421028,0.5350262091743894
1,25,3,17,6.0916963309135,0.610216737611495
1,33,3,18,1.5068772394696262,0.5661501368511829
1,111,3,19,6.081113293243242,0.9906032250221743
1,32,3,20,8.165686326317342,0.295264413109237
1,29,3,21,5.293514161808987,0.4967963067609815
1,97,3,22,3.477028382825428,0.2930954396194323
1,89,3,23,3.3804969259331186,0.2398767628776396
1,119,3,24,3.552217856370011,0.6581320316183249
1,67,3,25,2.6710550101283816,0.23565520625191116
1,99,3,26,8.390990828191802,0.9458627271054323
1,102,3,27,8.608991087503727,0.15043246848961533
1,93,3,28,1.6842911361923651,0.40467592656349693
1,51,3,29,5.7878054838735595,0.1285397676144051
1,37,3,30,5.064851671014758,0.24931205597336203
1,34,3,31,3.886891173083258,0.09889498413100184
1,111,3,32,5.526014984665082,0.9528730508640517
1,118,3,33,9.774257515495455,0.9097283253412961
1,81,3,34,5.721181761599827,0.6427861013727778
1,103,3,35,4.851054965016424,0.382174428768711
1,33,3,36,9.25292908285487,0.4373300045149272
1,38,3,37,8.796931369933386,0.6749913255985278
1,81,3,38,4.2241562240534485,0.1891946457231174
1,26,3,39,4.258477241433304,0.49213353080636224
1,74,3,40,7.196773657780419,0.2888293735663029
2,41,1,1,7.960452013753123,0.8613840458775072
2,6,1,2,3.5144319979490657,0.22491126063569344
2,109,1,3,4.992464870809928,0.8770890089178689
2,91,1,4,6.4482789081952365,0.7418389291904476
2,34,1,5,6.738816414760968,0.4863817213640329
2,6,1,6,7.8206312599788905,0.16415586248977365
2,87,1,7,8.54353797957709,0.8353119653937197
2,94,1,8,0.39945899284797637,0.015510047361597556
2,102,1,9,0.8409641281031954,0.1251273899650307
2,35,1,10,6.31741432698521,0.8574601021675353
2,94,1,11,3.674011155475805,0.6957530327466845
2,29,1,12,9.230698025925317,0.795265212205055
2,59,1,13,2.7451439311053294,0.4703801464718257
2,3,1,14,3.6722464731668825,0.35708298684097906
2,102,1,15,2.2127021237814515,0.7040877865371165
2,65,1,16,6.100180655736648,0.14328837390180227
2,72,1,17,2.2347660076413964,0.36131798709433127
2,54,1,18,2.039026747387344,0.7927600200331747
2,30,1,19,7.182246157708222,0.9013954945670063
2,77,1,20,9.735676450411749,0.05950374262165148
2,24,1,21,0.9674038926252226,0.13188715602663537
2,88,1,22,0.25300324020899656,0.04626450798479531
2,103,1,23,7.072252844122669,0.11619594062991745
2,29,1,24,6.074587178012889,0.21120486627455193
2,85,1,25,8.97448912834376,0.04210749428904803
2,2,1,26,3.0068324146887804,0.23032118108632704
2,100,1,27,8.751572075763129,0.4279248835334414
2,31,1,28,6.303134979472098,0.08189609456862523
2,91,1,29,4.12869424246065,0.7765031226846378
2,83,1,30,8.140129708189779,0.007360370883898515
2,40,1,31,5.186152098396631,0.024910311800259932
2,8,1,32,4.570355002882495,0.8389614720263148
2,58,1,33,0.7765533373568789,0.9254387569421096
2,24,1,34,0.9817956019920915,0.22335646491448968
2,105,1,35,4.5085422742291765,0.8719516096270534
2,65,1,36,5.621042012434093,0.4043347087547512
2,43,1,37,7.00515391397037,0.8914671705970075
2,5,1,38,4.322793948748461,0.1934477941810817
2,116,1,39,0.4912101932404578,0.2808931247590545
2,118,1,40,4.093316041934988,0.21809374585345087
2,36,2,1,9.040408780739478,0.5018146402576751
2,54,2,2,1.3909420847274534,0.474279988382566
2,88,2,3,9.588604722321193,0.3886407330332534
2,36,2,4,2.372108836099626,0.24119138707105547
2,92,2,5,0.5187307367817728,0.5976748238032981
2,40,2,6,6.584746382065227,0.9036223019485266
2,112,2,7,6.262540081850024,0.08327289784240754
2,20,2,8,2.8774786179965495,0.5622236661692442
2,118,2,9,8.325387779752422,0.04163355561462878
2,5,2,10,5.608577260076232,0.5216421318206157
2,3,2,11,1.0984252565153907,0.14913684167032581
2,25,2,12,5.772251129854752,0.6192692919072044
2,7,2,13,0.4737450745367422,0.1659930574701013
2,61,2,14,1.3512662888827942,0.3171147111363479
2,1,2,15,9.74640007689832,0.0887594683323244
2,118,2,16,9.13678150482233,0.43249974444578676
2,68,2,17,8.992618132980386,0.4213085603343574
2,6,2,18,4.610525026387428,0.8274121072189021
2,113,2,19,0.9237772874949102,0.37606939842114184
2,26,2,20,8.563397727328482,0.2100388800262447
2,4,2,21,1.6076763324241228,0.12147916927135283
2,27,2,22,2.9421303346535224,0.15854567973946643
2,30,2,23,8.958818267323565,0.19817936401888192
2,47,2,24,4.247112579206798,0.8261204907479458
2,64,2,25,3.931958810970242,0.04363675110216636
2,27,2,26,2.0987401395830307,0.09644615965613246
2,40,2,27,4.673964696703022,0.4484411490293033
2,7,2,28,1.9189342882184768,0.12867032222565744
2,116,2,29,7.091766493192355,0.6569721778129032
2,94,2,30,2.881243547309962,0.9117222481308144
2,116,2,31,4.340883598861255,0.0021062173296564346
2,100,2,32,0.08119079588877698,0.06846276346148983
2,87,2,33,9.134948688985984,0.8503197177995189
2,16,2,34,4.2601599932027625,0.7809374428425696
2,107,2,35,2.765869743951993,0.5373015246775112
2,45,2,36,5.854317220858695,0.34769124243500926
2,50,2,37,5.521465549898533,0.8029405069338558
2,119,2,38,6.370666630692855,0.1450973547149561
2,71,2,39,8.100460787224705,0.5313855336571304
2,92,2,40,5.02962695824168,0.9861504035688824
2,71,3,1,7.426512866116827,0.07873746061508469
2,76,3,2,3.60587444483682,0.751983299773307
2,111,3,3,3.586495848375212,0.8121919992305902
2,47,3,4,6.655627294179139,0.007814353578675992
2,17,3,5,4.269929012549516,0.27503005194984986
2,35,3,6,7.182178777654151,0.769298858575614
2,19,3,7,9.014518969316608,0.8588662983161157
2,106,3,8,3.757095860449249,0.4674398189539515
2,101,3,9,0.9505100705021374,0.8184450504566413
2,48,3,10,5.626718715652977,0.08697490892738458
2,40,3,11,9.901105327966071,0.807037820440501
2,59,3,12,0.2089665326309098,0.18804371734597825
2,97,3,13,8.709577770003362,0.7794074181572686
2,83,3,14,3.959770202632292,0.6175768667784649
2,80,3,15,2.7229808780447895,0.8665169363517736
2,8,3,16,9.720258926123574,0.32225950749498433
2,74,3,17,9.544806516441655,0.25447265401788277
2,37,3,18,5.315916701611516,0.8053658005046888
2,56,3,19,9.473880557479484,0.08138851855601192
2,49,3,20,6.842048339577849,0.7543261104081176
2,97,3,21,2.492308768121212,0.33306076595841094
2,79,3,22,5.176630388962906,0.8868700793567186
2,102,3,23,3.170052784780969,0.7814901291994142
2,89,3,24,5.2969632278817755,0.509049367885725
2,30,3,25,9.298199556277037,0.8777646644901841
2,109,3,26,9.035444526917365,0.859247839641578
2,90,3,27,8.203721003635131,0.05496717783784322
2,27,3,28,6.431152352817804,0.7090197823854889
2,61,3,29,4.72089833081379,0.8867110445690009
2,29,3,30,0.6786692216001422,0.7450072467849118
2,115,3,31,7.117178637449197,0.7448902257015715
2,8,3,32,0.8803239421566555,0.319028177440163
2,7,3,33,7.849939950754571,0.7204175306024866
2,29,3,34,0.633601077954643,0.7865420133877733
2,32,3,35,3.7541849772410285,0.3251978737735609
2,26,3,36,4.620539783417183,0.977807831577848
2,90,3,37,6.315431114120923,0.6540363977849062
2,21,3,38,7.9000007659411935,0.6131526379485662
2,78,3,39,5.858530557975858,0.14400908574908333
2,76,3,40,6.396880129794612,0.9161209121285628
3,77,1,1,7.940500136050407,0.05105316125811876
3,55,1,2,7.599264516457924,0.6188113801910881
3,2,1,3,7.532247275713164,0.08799626908582048
3,6,1,4,8.3435966231117,0.4695142102382571
3,77,1,5,5.367455725554065,0.5489357230530368
3,44,1,6,4.863942441755825,0.4110953174131562
3,95,1,7,6.2308984638029195,0.007161374998591263
3,14,1,8,8.699491932839821,0.6346595948313446
3,107,1,9,8.744457949406835,0.7801390969895269
3,98,1,10,0.11596372038257252,0.597680429692179
3,98,1,11,7.969129586946111,0.6756502128112338
3,88,1,12,2.1224307313024626,0.2577426104292273
3,69,1,13,6.363363996626088,0.5584517252598417
3,40,1,14,5.614210591430552,0.29475215554492196
3,36,1,15,2.9651775341256235,0.46430921326298313
3,51,1,16,5.8025669051389395,0.13476659396528412
3,97,1,17,2.840010591152046,0.3643175614417521
3,95,1,18,6.502093953463433,0.1563613410228627
3,26,1,19,7.136580763088588,0.881821106037911
3,84,1,20,2.544274076402828,0.3157809113179437
3,29,1,21,0.8790155385708109,0.5402976579923485
3,57,1,22,7.428002723976808,0.12029967256962959
3,45,1,23,2.10702134989863,0.46912045268065206
3,1,1,24,7.2297628088235815,0.14738439372837342
3,54,1,25,6.255235263637858,0.9768852983759122
3,84,1,26,1.6067905044586106,0.4936441060280624
3,45,1,27,7.751521526853344,0.3679847719718893
3,83,1,28,9.57949190669483,0.29295349160927364
3,100,1,29,7.602136145438805,0.3874759748289287
3,90,1,30,7.416028788462016,0.983883438558555
3,89,1,31,9.486689060342963,0.4227339589583976
3,11,1,32,9.380228847192958,0.37236114392853126
3,114,1,33,1.0584207538348223,0.19069119239789734
3,21,1,34,3.977634841201306,0.5682921732618806
3,44,1,35,8.749265914020194,0.7017390526695209
3,82,1,36,5.562919984923715,0.30598507670915875
3,37,1,37,6.549179249587023,0.2054091611314811
3,9,1,38,0.6544923704253891,0.6473436515040012
3,111,1,39,8.972908749415504,0.5240982461184238
3,92,1,40,5.238554640365095,0.35273794339628284
3,94,2,1,4.01732383489769,0.4577247299988837
3,57,2,2,4.463596402805894,0.8155275706180377
3,17,2,3,5.471374608612306,0.9613262553598141
3,12,2,4,6.699379506071868,0.1317002386478746
3,90,2,5,4.8675315334258515,0.5398195037833312
3,54,2,6,2.677757196198841,0.24873981606415785
3,25,2,7,8.514832217992229,0.39323176009238425
3,51,2,8,7.772372660620582,0.11659304056379927
3,102,2,9,6.3691606642833145,0.15561947911906915
3,36,2,10,9.856470443529153,0.9857837195205591
3,56,2,11,0.3372024902564763,0.8197483734852594
3,4,2,12,0.8096387762674739,0.6968028312066737
3,23,2,13,8.401575230973243,0.6198838854973061
3,20,2,14,9.38720978099226,0.5159480461196148
3,104,2,15,8.156635405242074,0.7397785919193808
3,4,2,16,0.16850211003862747,0.39206022216269776
3,88,2,17,6.5022960922034425,0.3562693491823743
3,32,2,18,1.8458077711642817,0.9029872034412071
3,116,2,19,6.019233012288607,0.595622567384797
3,15,2,20,5.463082940769548,0.3943834612366849
3,107,2,21,8.132174409791197,0.5407242574022191
3,102,2,22,1.548082903105098,0.17322807051008526
3,59,2,23,2.3180681450431084,0.11610300655606565
3,28,2,24,8.037274221162589,0.7224727438784629
3,82,2,25,5.091528979784378,0.9438085014953527
3,82,2,26,3.1921433996601944,0.710979235691909
3,1,2,27,6.085253290478221,0.6107271172007864
3,39,2,28,2.1646545666653916,0.8185219991188784
3,2,2,29,2.1729037903190385,0.9282404544111952
3,99,2,30,7.194376936583432,0.7390290132160265
3,89,2,31,0.9638923733324489,0.45795365256332266
3,90,2,32,4.414588885203266,0.24412829241432832
3,58,2,33,6.3118998661452705,0.40168194197381757
3,41,2,34,5.371613816253432,0.4126472987136437
3,5,2,35,1.384896640232901,0.08157359791062568
3,107,2,36,2.669415670030798,0.7587014199720831
3,67,2,37,9.910840869276829,0.4332023925170382
3,105,2,38,3.4191506039152344,0.6085741834216902
3,31,2,39,1.077387735097044,0.11647635664531197
3,35,2,40,2.093765761097078,0.6712372973348427
3,29,3,1,8.805747724600517,0.10099210706914286
3,73,3,2,2.7199597284335066,0.5634924236029687
3,89,3,3,0.6647112971868685,0.07583565115631485
3,91,3,4,4.164790445779961,0.918536929353675
3,117,3,5,5.163683771884401,0.8251902778222089
3,82,3,6,7.508052855928936,0.23653101369753127
3,23,3,7,9.690969997278504,0.711706024690898
3,93,3,8,9.615160398829762,0.037274533862067916
3,7,3,9,3.1830871651980996,0.6492879314200204
3,15,3,10,0.06689073703558202,0.7359993602703752
3,22,3,11,6.629547027687202,0.1056703758000902
3,81,3,12,2.8575531956460254,0.22877375092503704
3,87,3,13,9.52726972331455,0.019144038580511502
3,91,3,14,0.5984612287481827,0.9579231404680348
3,79,3,15,1.1614292143499094,0.6617412992245393
3,89,3,16,5.605529299460303,0.6674662133491882
3,11,3,17,2.7551467028765595,0.2426424354393213
3,68,3,18,4.733747893665251,0.8112356947630326
3,84,3,19,3.6206992301881202,0.02538695351802056
3,49,3,20,1.2515849304270377,0.5537603005308472
3,27,3,21,6.726558571951173,0.34002117580175506
3,14,3,22,5.0886754286974085,0.3774318632171887
3,30,3,23,5.297992669627249,0.5531844327608749
3,55,3,24,8.666411375946566,0.33932622748121755
3,37,3,25,2.6872775524628834,0.695102111275016
3,65,3,26,1.097860805121259,0.6501012712636486
3,120,3,27,1.9709528293443446,0.1817381242396381
3,5,3,28,7.645083460919457,0.8771065936139283
3,92,3,29,1.0513581555172447,0.17896869235138302
3,118,3,30,3.638177002865015,0.9394453989636936
3,29,3,31,4.408855248816133,0.08852268054783974
3,82,3,32,5.989737596282164,0.055006978789240546
3,77,3,33,8.539945808920816,0.6764030543261468
3,115,3,34,3.6033483136680635,0.12098624732710062
3,50,3,35,4.211304183101846,0.9649480020338175
3,23,3,36,2.2535143843024317,0.5176513866771726
3,102,3,37,1.147290749153952,0.7848944724398429
3,47,3,38,5.090979009148545,0.1101293847499849
3,49,3,39,6.039138201270533,0.9936511162042674
3,85,3,40,4.596807769245568,0.7402620716263462
4,11,1,1,1.7298869201114575,0.6293954185775612
4,13,1,2,8.357765892066348,0.9767907515979755
4,86,1,3,6.598331433337473,0.7094421221602437
4,105,1,4,3.069095235174344,0.9077055624713485
4,21,1,5,1.5536185762217747,0.10043338688289016
4,76,1,6,2.9996204369674997,0.9794989827901461
4,81,1,7,8.712373195527633,0.8013982354164723
4,99,1,8,7.552981503491212,0.5454837796706923
4,73,1,9,9.451987681156783,0.3996443310295903
4,12,1,10,3.481695783724251,0.4775216405730309
4,101,1,11,7.975244097001486,0.9930387246197043
4,2,1,12,4.110831070360669,0.12939439301048694
4,100,1,13,4.587739985651322,0.6290168890094185
4,51,1,14,6.306768819906971,0.21035998506739695
4,114,1,15,4.87262694610537,0.8246974701752645
4,74,1,16,9.430527114344757,0.8044477113772371
4,77,1,17,1.0735602679714262,0.3314598138013565
4,4,1,18,2.9167913266110324,0.6051514866026595
4,4,1,19,5.026182265616919,0.943547668282768
4,108,1,20,7.056385066042528,0.7309250050224345
4,71,1,21,5.956112248596238,0.722235788539846
4,35,1,22,7.216688394314258,0.9424260723823117
4,100,1,23,3.5641668715347286,0.5113434484396071
4,81,1,24,5.754602273904121,0.1554637515240781
4,116,1,25,1.4462626091285835,0.4070129161941918
4,111,1,26,5.896323573904942,0.32252438719359866
4,114,1,27,0.15344267349457263,0.7956456103703738
4,43,1,28,6.631159284980867,0.038728599250484996
4,42,1,29,2.809094152369883,0.949524309127652
4,87,1,30,8.530511961754577,0.7021477912159884
4,30,1,31,6.662621591104126,0.48243865199085634
4,15,1,32,9.406141858556657,0.21839371480467673
4,16,1,33,7.433776800527889,0.4150898938306177
4,85,1,34,6.474501563399397,0.6888112104927003
4,69,1,35,9.076495620235175,0.9765868625661178
4,82,1,36,1.5879814982718765,0.9212181690261613
4,87,1,37,3.584642670765211,0.12344209614262325
4,42,1,38,9.724368095080662,0.5861730285590948
4,24,1,39,5.284758980525241,0.451862965892567
4,77,1,40,1.8545228690878435,0.2738081948875454
4,91,2,1,0.809286490110388,0.38916237255672104
4,73,2,2,6.626878918546649,0.04581807535374138
4,50,2,3,2.4492511315488708,0.03253595930217601
4,5,2,4,7.657667056754712,0.9710917948899961
4,54,2,5,6.9436325736049405,0.40973933679751684
4,96,2,6,4.189328527970085,0.08564772093123219
4,104,2,7,3.898054860232479,0.780826118718025
4,93,2,8,5.217387734633413,0.37630285201670344
4,104,2,9,2.8699051799203223,0.5259581749665592
4,7,2,10,6.523274181307897,0.22854747553500632
4,41,2,11,1.4944153161308238,0.9689584508796358
4,6,2,12,3.8405477679327094,0.5556000618638994
4,61,2,13,6.530767130026373,0.14327390401545936
4,22,2,14,4.40268825192574,0.9942635503290234
4,33,2,15,9.642190833266627,0.20433012190371447
4,52,2,16,4.453479099764256,0.26987990077927704
4,111,2,17,2.26737016755155,0.49271806002035146
4,47,2,18,7.701031644553741,0.7868098765416341
4,96,2,19,7.6883875039273715,0.805977107673721
4,30,2,20,0.28870242895436715,0.9190746173366088
4,106,2,21,2.499583508232396,0.07005471595731838
4,110,2,22,6.372874919110346,0.8698745391216524
4,18,2,23,8.430649102923566,0.2153338766286621
4,33,2,24,8.7095117340796,0.9266391252933429
4,93,2,25,4.860271005943972,0.8545767408252678
4,27,2,26,6.6481994622548655,0.927238788467925
4,44,2,27,0.084850483161516,0.5023944734301358
4,120,2,28,1.7979386516697815,0.15840143570276033
4,53,2,29,1.5322516935232477,0.9300617836165572
4,87,2,30,4.493496978871598,0.22615346003945802
4,52,2,31,5.019493666758419,0.5271362660135851
4,114,2,32,2.8392392650646836,0.12625535150223421
4,16,2,33,3.5044274838696,0.8266070858848451
